run_id,handshake_type,duration_ms,success
1,full,1588,1
2,full,1185,1
3,full,4550,1
4,full,1538,1
5,full,1226,1
6,full,938,1
7,full,1318,1
8,full,1200,1
9,full,1161,1
10,full,1014,1
11,full,1186,1
12,full,2106,1
13,full,1072,1
14,full,1246,1
15,full,1135,1
16,full,2761,1
17,full,2013,1
18,full,1430,1
19,full,1174,1
20,full,1925,1
21,full,1400,1
22,full,1365,1
23,full,1905,1
24,full,967,1
25,full,1164,1
26,full,1524,1
27,full,1178,1
28,full,1500,1
29,full,1523,1
30,full,1456,1
31,full,1025,1
32,full,1495,1
33,full,2229,1
34,full,1026,1
35,full,1116,1
36,full,1567,1
37,full,1597,1
38,full,1677,1
39,full,960,1
40,full,2084,1
41,full,1297,1
42,full,2070,1
43,full,1694,1
44,full,976,1
45,full,1002,1
46,full,1178,1
47,full,930,1
48,full,1378,1
49,full,1384,1
50,full,1429,1
51,full,1337,1
52,full,1196,1
53,full,2515,1
54,full,1396,1
55,full,2705,1
56,full,1064,1
57,full,978,1
58,full,926,1
59,full,2007,1
60,full,1015,1
61,full,1057,1
62,full,1162,1
63,full,2806,1
64,full,1045,1
65,full,1085,1
66,full,1205,1
67,full,1421,1
68,full,1118,1
69,full,1329,1
70,full,3452,1
71,full,971,1
72,full,1557,1
73,full,3453,1
74,full,1242,1
75,full,1212,1
76,full,1805,1
77,full,1420,1
78,full,1357,1
79,full,1903,1
80,full,1148,1
81,full,2099,1
82,full,1118,1
83,full,1188,1
84,full,1814,1
85,full,1003,1
86,full,1037,1
87,full,1092,1
88,full,1581,1
89,full,1344,1
90,full,1648,1
91,full,1020,1
92,full,1347,1
93,full,1437,1
94,full,976,1
95,full,2091,1
96,full,1009,1
97,full,1014,1
98,full,1491,1
99,full,1655,1
100,full,1397,1
101,full,1305,1
102,full,980,1
103,full,997,1
104,full,2831,1
105,full,1147,1
106,full,1340,1
107,full,1244,1
108,full,1296,1
109,full,1548,1
110,full,2412,1
111,full,1251,1
112,full,1111,1
113,full,1605,1
114,full,1237,1
115,full,1331,1
116,full,1926,1
117,full,4385,1
118,full,966,1
119,full,1218,1
120,full,1074,1
121,full,1025,1
122,full,1462,1
123,full,985,1
124,full,1939,1
125,full,1342,1
126,full,1037,1
127,full,1174,1
128,full,2281,1
129,full,1551,1
130,full,990,1
131,full,1869,1
132,full,1158,1
133,full,1116,1
134,full,3652,1
135,full,1191,1
136,full,1301,1
137,full,1130,1
138,full,1371,1
139,full,955,1
140,full,1666,1
141,full,992,1
142,full,1073,1
143,full,985,1
144,full,1481,1
145,full,953,1
146,full,4884,1
147,full,1128,1
148,full,1227,1
149,full,1433,1
150,full,1325,1
151,full,2137,1
152,full,2844,1
153,full,1786,1
154,full,1556,1
155,full,3077,1
156,full,3183,1
157,full,1374,1
158,full,1417,1
159,full,1237,1
160,full,1919,1
161,full,1954,1
162,full,1307,1
163,full,1480,1
164,full,1508,1
165,full,1241,1
166,full,1376,1
167,full,2911,1
168,full,1498,1
169,full,3793,1
170,full,1227,1
171,full,1025,1
172,full,987,1
173,full,1309,1
174,full,1100,1
175,full,3869,1
176,full,1778,1
177,full,1724,1
178,full,1690,1
179,full,2043,1
180,full,1508,1
181,full,969,1
182,full,1318,1
183,full,1345,1
184,full,1394,1
185,full,1068,1
186,full,1465,1
187,full,1374,1
188,full,1508,1
189,full,1430,1
190,full,1064,1
191,full,1502,1
192,full,1029,1
193,full,1446,1
194,full,4222,1
195,full,1718,1
196,full,1315,1
197,full,1330,1
198,full,1934,1
199,full,3719,1
200,full,984,1
201,full,1038,1
202,full,1751,1
203,full,1480,1
204,full,1407,1
205,full,976,1
206,full,988,1
207,full,1745,1
208,full,2221,1
209,full,1165,1
210,full,1454,1
211,full,1511,1
212,full,1115,1
213,full,1982,1
214,full,1144,1
215,full,1014,1
216,full,2202,1
217,full,1382,1
218,full,1605,1
219,full,967,1
220,full,1586,1
221,full,1300,1
222,full,1136,1
223,full,1164,1
224,full,1516,1
225,full,1580,1
226,full,1403,1
227,full,1047,1
228,full,1269,1
229,full,1663,1
230,full,1458,1
231,full,1049,1
232,full,1314,1
233,full,1189,1
234,full,1714,1
235,full,992,1
236,full,1171,1
237,full,1005,1
238,full,1368,1
239,full,997,1
240,full,1307,1
241,full,1370,1
242,full,1694,1
243,full,1208,1
244,full,949,1
245,full,1338,1
246,full,4041,1
247,full,2378,1
248,full,1039,1
249,full,1557,1
250,full,2302,1
251,full,1096,1
252,full,1335,1
253,full,1177,1
254,full,1369,1
255,full,1171,1
256,full,1063,1
257,full,4278,1
258,full,1090,1
259,full,1033,1
260,full,1214,1
261,full,1501,1
262,full,1670,1
263,full,1077,1
264,full,970,1
265,full,1227,1
266,full,2064,1
267,full,1425,1
268,full,1293,1
269,full,1569,1
270,full,1186,1
271,full,1471,1
272,full,1284,1
273,full,1466,1
274,full,1963,1
275,full,1412,1
276,full,1529,1
277,full,1599,1
278,full,1509,1
279,full,1236,1
280,full,2377,1
281,full,3145,1
282,full,1032,1
283,full,1148,1
284,full,4123,1
285,full,957,1
286,full,1382,1
287,full,1276,1
288,full,3745,1
289,full,2392,1
290,full,1017,1
291,full,3086,1
292,full,2173,1
293,full,2602,1
294,full,1307,1
295,full,1488,1
296,full,3361,1
297,full,1339,1
298,full,952,1
299,full,1956,1
300,full,1583,1
301,full,1294,1
302,full,1232,1
303,full,1313,1
304,full,3101,1
305,full,4373,1
306,full,931,1
307,full,1475,1
308,full,1578,1
309,full,1565,1
310,full,1373,1
311,full,2593,1
312,full,1862,1
313,full,964,1
314,full,1114,1
315,full,956,1
316,full,3280,1
317,full,1486,1
318,full,1514,1
319,full,2360,1
320,full,1586,1
321,full,1273,1
322,full,1278,1
323,full,1300,1
324,full,1826,1
325,full,1817,1
326,full,1971,1
327,full,1677,1
